epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1965.23,0.52839,0.31325,0.87427,0.9775,0.86875,0.94725,0.59329,1.37718,0.80836,1.17681,0.0001982,0.0001982,0.0001982
184,1979.2,0.53336,0.32202,0.87574,0.94563,0.8696,0.94753,0.59708,1.37971,0.79049,1.17853,0.0001883,0.0001883,0.0001883
185,1987.55,0.53047,0.31357,0.86795,0.96192,0.88,0.95,0.59593,1.35947,0.78927,1.17595,0.0001784,0.0001784,0.0001784
186,2000.29,0.49321,0.30624,0.86201,0.9074,0.88197,0.9363,0.59315,1.37942,0.80907,1.18559,0.0001685,0.0001685,0.0001685
187,2009.41,0.52585,0.32106,0.87449,0.96128,0.86,0.94705,0.59406,1.38382,0.82753,1.1872,0.0001586,0.0001586,0.0001586
188,2020.04,0.50236,0.30961,0.86537,0.96657,0.88,0.9544,0.59405,1.42184,0.88381,1.18524,0.0001487,0.0001487,0.0001487
189,2030.79,0.49673,0.30566,0.861,0.95688,0.88765,0.95801,0.59367,1.36574,0.83593,1.16574,0.0001388,0.0001388,0.0001388
190,2040.55,0.50019,0.30335,0.87909,0.96434,0.88,0.95685,0.59036,1.36588,0.8531,1.16825,0.0001289,0.0001289,0.0001289
191,2053.71,0.7635,0.37298,0.9451,0.96333,0.89,0.94654,0.57189,1.38323,0.88419,1.18049,0.000119,0.000119,0.000119
192,2063.59,0.7331,0.35044,0.93403,0.96377,0.89,0.94496,0.57366,1.34334,0.85282,1.16622,0.0001091,0.0001091,0.0001091
193,2075.15,0.76588,0.3553,0.9739,0.94724,0.89778,0.95119,0.57963,1.31937,0.89891,1.148,9.92e-05,9.92e-05,9.92e-05
194,2083.31,0.72065,0.34056,0.94819,0.94633,0.91,0.94983,0.57643,1.31893,0.98003,1.14777,8.93e-05,8.93e-05,8.93e-05
195,2096.4,0.73755,0.34933,0.94494,0.94185,0.9,0.94399,0.57395,1.34961,1.0059,1.16257,7.94e-05,7.94e-05,7.94e-05
196,2104.19,0.71086,0.34614,0.93245,0.94468,0.89,0.95341,0.57236,1.34502,0.9754,1.16017,6.95e-05,6.95e-05,6.95e-05
197,2116.29,0.71367,0.33776,0.93588,0.96676,0.87254,0.9544,0.58228,1.32459,0.92055,1.15124,5.96e-05,5.96e-05,5.96e-05
198,2125.3,0.7036,0.33286,0.93593,0.95564,0.86173,0.94268,0.58708,1.31952,0.92456,1.14707,4.97e-05,4.97e-05,4.97e-05
199,2135.09,0.71152,0.336,0.93993,0.96006,0.86,0.94666,0.58513,1.3209,0.87467,1.14509,3.98e-05,3.98e-05,3.98e-05
200,2146.7,0.70748,0.33308,0.93982,0.97242,0.87,0.95888,0.58549,1.32403,0.85167,1.14612,2.99e-05,2.99e-05,2.99e-05
