epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,3352.34,0.66931,0.37105,0.91209,0.97255,0.91,0.9504,0.60455,1.28056,0.70231,1.12717,0.0001883,0.0001883,0.0001883
185,3369.23,0.67098,0.37797,0.90038,0.96783,0.90246,0.95111,0.61741,1.31227,0.71237,1.13828,0.0001784,0.0001784,0.0001784
186,3386.25,0.65712,0.37431,0.91028,0.93063,0.93907,0.94847,0.61609,1.28636,0.727,1.12456,0.0001685,0.0001685,0.0001685
187,3403.3,0.66439,0.37213,0.91787,0.93929,0.92837,0.9608,0.61662,1.28201,0.67088,1.12877,0.0001586,0.0001586,0.0001586
188,3420.52,0.64663,0.36682,0.90682,0.92821,0.94,0.96147,0.61918,1.28047,0.70228,1.12904,0.0001487,0.0001487,0.0001487
189,3437.58,0.63825,0.36078,0.90066,0.93929,0.92826,0.96408,0.62297,1.27463,0.66941,1.12739,0.0001388,0.0001388,0.0001388
190,3454.5,0.64109,0.36334,0.90314,0.93055,0.93796,0.95926,0.62088,1.27675,0.63584,1.128,0.0001289,0.0001289,0.0001289
191,3473.16,0.65149,0.34588,0.89267,0.92144,0.93835,0.95613,0.61902,1.24561,0.62031,1.11763,0.000119,0.000119,0.000119
192,3490.39,0.62984,0.33256,0.87946,0.94755,0.90329,0.95646,0.61299,1.22929,0.61484,1.11665,0.0001091,0.0001091,0.0001091
193,3507.56,0.6133,0.33024,0.89386,0.91721,0.94,0.96239,0.61896,1.23142,0.60742,1.11848,9.92e-05,9.92e-05,9.92e-05
194,3524.72,0.59772,0.32176,0.88543,0.947,0.92,0.96415,0.62051,1.23711,0.6163,1.1244,8.93e-05,8.93e-05,8.93e-05
195,3541.46,0.61307,0.32685,0.8885,0.94766,0.92,0.96558,0.62292,1.24646,0.62324,1.12419,7.94e-05,7.94e-05,7.94e-05
196,3558.54,0.61602,0.32466,0.89007,0.95994,0.91,0.96553,0.63121,1.26075,0.61517,1.12943,6.95e-05,6.95e-05,6.95e-05
197,3575.62,0.58264,0.32355,0.88798,0.95967,0.91,0.96861,0.63193,1.25999,0.61735,1.12939,5.96e-05,5.96e-05,5.96e-05
198,3592.51,0.57284,0.31916,0.87443,0.96038,0.91,0.968,0.63342,1.24705,0.6142,1.12822,4.97e-05,4.97e-05,4.97e-05
199,3609.72,0.56998,0.31094,0.88321,0.92892,0.94,0.96651,0.63237,1.242,0.61833,1.12582,3.98e-05,3.98e-05,3.98e-05
200,3626.5,0.59307,0.31835,0.89208,0.92828,0.94,0.96551,0.62942,1.24492,0.63057,1.12523,2.99e-05,2.99e-05,2.99e-05
