epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2128.66,0.46718,0.29092,0.85853,0.92129,0.93636,0.97054,0.5986,1.36479,0.69679,1.17826,0.000218,0.000218,0.000218
182,2140.49,0.49967,0.3049,0.87976,0.93994,0.939,0.97107,0.59781,1.39189,0.72625,1.18393,0.0002081,0.0002081,0.0002081
183,2150.66,0.51197,0.30011,0.87188,0.9494,0.93809,0.96929,0.59484,1.39771,0.75714,1.1845,0.0001982,0.0001982,0.0001982
184,2162.88,0.50606,0.30518,0.87173,0.95653,0.92,0.9609,0.58353,1.39084,0.78349,1.19291,0.0001883,0.0001883,0.0001883
185,2173.44,0.51249,0.30405,0.8648,0.93802,0.92,0.96429,0.58619,1.37657,0.72769,1.18487,0.0001784,0.0001784,0.0001784
186,2185.39,0.47872,0.2965,0.86018,0.93867,0.91837,0.97066,0.5915,1.37209,0.65831,1.17397,0.0001685,0.0001685,0.0001685
187,2196.71,0.48313,0.3019,0.8655,0.95679,0.91,0.97188,0.59558,1.3706,0.61566,1.17615,0.0001586,0.0001586,0.0001586
188,2207.38,0.47776,0.29742,0.86354,0.9229,0.95761,0.97456,0.58985,1.36421,0.61797,1.1761,0.0001487,0.0001487,0.0001487
189,2219.47,0.47592,0.28877,0.85944,0.92271,0.95513,0.97282,0.58682,1.35594,0.61923,1.1786,0.0001388,0.0001388,0.0001388
190,2229.92,0.48488,0.29171,0.87694,0.93699,0.92,0.9693,0.59651,1.35962,0.64101,1.18157,0.0001289,0.0001289,0.0001289
191,2243.34,0.73798,0.35858,0.93825,0.95612,0.92,0.97077,0.59141,1.36679,0.65187,1.18481,0.000119,0.000119,0.000119
192,2254.92,0.73849,0.34598,0.93863,0.95826,0.91841,0.96938,0.59159,1.34914,0.64864,1.17508,0.0001091,0.0001091,0.0001091
193,2265.92,0.74604,0.35139,0.96645,0.94744,0.93,0.97178,0.59638,1.32336,0.59412,1.1602,9.92e-05,9.92e-05,9.92e-05
194,2276.76,0.70222,0.33039,0.93964,0.94011,0.94178,0.97429,0.60133,1.33155,0.58937,1.15896,8.93e-05,8.93e-05,8.93e-05
195,2288.64,0.71662,0.33863,0.93808,0.95361,0.92,0.97369,0.59505,1.34263,0.58849,1.16564,7.94e-05,7.94e-05,7.94e-05
196,2298.47,0.7269,0.33858,0.9408,0.93048,0.93692,0.97385,0.59731,1.33248,0.59849,1.16051,6.95e-05,6.95e-05,6.95e-05
197,2310.71,0.6924,0.32387,0.94384,0.94799,0.93,0.97491,0.60343,1.33302,0.59882,1.15721,5.96e-05,5.96e-05,5.96e-05
198,2320.91,0.68873,0.31983,0.93254,0.94876,0.93,0.97577,0.60041,1.33048,0.59777,1.15539,4.97e-05,4.97e-05,4.97e-05
199,2334.06,0.70271,0.32038,0.93778,0.95865,0.92746,0.97538,0.60814,1.32447,0.60889,1.15077,3.98e-05,3.98e-05,3.98e-05
200,2343.59,0.69009,0.32912,0.94189,0.95863,0.92681,0.97515,0.60861,1.31375,0.62025,1.14667,2.99e-05,2.99e-05,2.99e-05
